loan_index,property_value,house_indicator,credit_score,married,num_dependents,education,annual_income,coapplicant_indicator,coapplicant_income,interest_rate,pmt,pmt_1,pmt_2,pmt_3,pmt_4,pmt_5,pmt_6,pmt_7,pmt_8,pmt_9,pmt_10,pmt_11,pmt_12,pmt_13,pmt_14,pmt_15,pmt_16,pmt_17,pmt_18,pmt_19,pmt_20,pmt_21,pmt_22,pmt_23,pmt_24,pmt_25,pmt_26,pmt_27,pmt_28,pmt_29,pmt_30
281,2220821.52,1,664,0,2,High School,130834.8,1,84751.07,6.74,69726.68,69726.68,69726.68,69726.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,985631.84,1,683,1,3,Graduate Degree,112365.7,1,91393.44,7.09,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27,64118.27
283,672153.89,1,630,1,1,Bachelors Degree,227370.7,1,145009.88,7.22,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75,44294.75
284,345617.49,0,558,0,0,Bachelors Degree,136078.57,1,132640.16,7.4,23183.58,23183.58,23183.58,23183.58,23183.58,23183.58,23183.58,23183.58,23183.58,23183.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,655874.56,1,648,0,1,Began Bachelors,118695.9,1,99423.86,7.18,43050.79,43050.79,43050.79,43050.79,43050.79,43050.79,43050.79,43050.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,700891.94,1,656,0,1,Began Bachelors,93615.09,1,80792.85,7.16,45914.32,45914.32,45914.32,45914.32,45914.32,45914.32,45914.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1558074.41,1,717,1,0,Graduate Degree,186980.4,0,,7.01,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61,100548.61
288,900905.16,1,657,0,2,Bachelors Degree,155987.12,1,90702.65,7.16,59016.86,59016.86,59016.86,59016.86,59016.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1104347.68,0,650,1,0,High School,200795.23,0,,7.17,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02,72416.02
290,665160.29,1,738,0,1,High School,190588.94,1,130537.57,6.95,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12,42667.12
291,716747.25,1,676,1,3,Began Bachelors,115401.9,1,92963.76,7.11,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72,46719.72
292,963304.48,1,720,1,1,High School,141215.47,1,117735.75,6.6,29813.48,29813.48,29813.48,29813.48,29813.48,29813.48,29813.48,29813.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,769851.86,1,640,0,1,Began Bachelors,128647.55,1,116310.84,7.2,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53,50632.53
294,1436019.15,0,575,0,1,Bachelors Degree,119820.92,0,,6.96,46103.59,46103.59,46103.59,46103.59,46103.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,717136.51,1,626,1,1,Bachelors Degree,196315.11,0,,7.24,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77,47352.77
296,525763.02,1,703,0,1,Began Bachelors,183487.94,1,140555.66,7.04,34031.78,34031.78,34031.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,725592.75,1,654,1,1,Began Bachelors,180935.12,1,124483.48,7.16,47532.43,47532.43,47532.43,47532.43,47532.43,47532.43,47532.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,951909.02,1,716,1,1,Graduate Degree,171728.97,0,,7.01,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4,61430.4
299,823736.78,1,622,1,1,Began Bachelors,95095.65,0,,7.24,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62,54391.62
300,280292.34,0,638,1,2,High School,31743.16,1,51078.09,7.2,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6,18434.6
301,944413.35,1,698,1,1,High School,137652.75,1,97166.35,7.06,61252.89,61252.89,61252.89,61252.89,61252.89,61252.89,61252.89,61252.89,61252.89,61252.89,61252.89,61252.89,61252.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,845553.76,0,655,0,1,Began Bachelors,145184.32,0,,7.16,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88,55390.88
303,955018.78,0,693,0,1,Began Bachelors,200314.77,0,,7.07,62002.73,62002.73,62002.73,62002.73,62002.73,62002.73,62002.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,823083.62,1,669,0,1,Began Bachelors,198308.25,1,126248.5,7.13,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12,53758.12
305,1364502.38,1,678,1,2,Bachelors Degree,225992.21,0,,7.1,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61,88853.61
306,931342.88,1,691,1,1,Graduate Degree,64614.3,1,77415.31,6.67,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45,29032.45
307,2010781.33,1,679,1,1,Began Bachelors,199131.69,1,123017.14,6.7,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42,62874.42
308,638216.84,1,701,0,1,Began Bachelors,105678.13,0,,7.05,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14,41352.14
309,1015527.95,0,707,0,1,Bachelors Degree,215661.4,1,130482.31,7.03,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61,65667.61
310,769951.02,1,652,1,0,High School,160000.24,1,101742.2,7.17,50488.44,50488.44,50488.44,50488.44,50488.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1217495.65,1,721,1,1,Began Bachelors,111923.64,1,110780.13,6.6,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49,37680.49
312,375747.24,0,543,1,0,Began Bachelors,130769.75,0,,7.44,25303.48,25303.48,25303.48,25303.48,25303.48,25303.48,25303.48,25303.48,25303.48,25303.48,25303.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,965171.95,1,726,1,1,Graduate Degree,177481.4,1,123053.97,6.98,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82,62098.82
314,1468280.1,1,593,0,1,Began Bachelors,129918.93,1,99453.46,6.92,46949.58,46949.58,46949.58,46949.58,46949.58,46949.58,46949.58,46949.58,46949.58,46949.58,46949.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,3752260.02,1,572,0,2,Bachelors Degree,254366.22,1,161909.75,6.97,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15,120588.15
316,1081634.26,1,665,1,1,Began Bachelors,191936.83,0,,7.14,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26,70715.26
317,558361.99,1,519,1,2,Bachelors Degree,105395.74,0,,7.5,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,37821.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,2489816.9,1,701,1,2,Began Bachelors,167194.05,1,99201.21,6.65,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11,77455.11
319,1053004.89,0,660,0,0,Began Bachelors,149873.65,0,,7.15,68912.09,68912.09,68912.09,68912.09,68912.09,68912.09,68912.09,68912.09,68912.09,68912.09,68912.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,491291.96,1,648,0,1,Bachelors Degree,76594.61,0,,7.18,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79,32247.79
321,374350.82,0,567,0,0,Bachelors Degree,159997.07,0,,7.38,25061.8,25061.8,25061.8,25061.8,25061.8,25061.8,25061.8,25061.8,25061.8,25061.8,25061.8,25061.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,614086.62,0,716,0,1,Began Bachelors,133978.65,0,,7.01,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4,39629.4
323,813272.44,1,610,0,1,Bachelors Degree,220972.37,1,135617.4,7.27,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16,53860.16
324,958355.78,0,686,0,1,Graduate Degree,262133.77,0,,7.08,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62,62281.62
325,1083612.7,1,583,0,2,Began Bachelors,79217.1,0,,6.94,34719.49,34719.49,34719.49,34719.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,653459.74,1,603,1,2,Bachelors Degree,157901.71,0,,7.29,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84,43361.84
327,2081675.2,1,607,1,0,Began Bachelors,196288.19,0,,6.88,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83,66294.83
328,409563.1,0,624,0,1,Bachelors Degree,119909.18,1,89173.58,7.24,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59,27043.59
329,763636.55,1,643,0,0,Graduate Degree,101637.2,0,,7.19,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94,50173.94
330,378718.11,1,651,1,1,Began Bachelors,66481.98,1,70585.1,7.17,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9,24833.9
331,342187.61,1,594,0,0,Began Bachelors,52445.13,1,72007.4,7.32,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88,22773.88
332,290174.79,1,673,0,0,Began Bachelors,57971.89,1,73512.96,7.12,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33,18933.33
333,993602.18,0,694,1,1,Graduate Degree,205578.38,1,155159.84,6.66,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48,30941.48
334,701932.66,0,669,1,1,Bachelors Degree,149376.68,1,152915,7.13,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38,45845.38
335,911557.23,0,634,1,2,Graduate Degree,156059.74,1,129920.22,7.21,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86,60011.86
336,844458.72,1,582,0,0,Bachelors Degree,126453.96,0,,7.35,56368.02,56368.02,56368.02,56368.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,465649.35,0,714,1,1,Bachelors Degree,125958.79,0,,7.02,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34,30080.34
338,1204186.1,1,625,1,1,Began Bachelors,187049.99,0,,6.84,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41,38194.41
339,1125896,0,597,1,2,Bachelors Degree,76808.68,1,77524.45,6.91,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2,35965.2
340,386509.59,0,732,0,1,Began Bachelors,112162.7,0,,6.97,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88,24842.88
341,758777.76,1,742,0,0,Bachelors Degree,137104.84,0,,6.95,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27,48672.27
342,1989011.88,1,671,0,0,Bachelors Degree,159498.83,1,136284.55,6.72,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11,62321.11
343,982534.4,1,593,1,2,Bachelors Degree,114263.82,0,,7.32,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39,65391.39
344,870046.25,1,705,0,0,Began Bachelors,154320.63,1,100411.7,7.04,56316.67,56316.67,56316.67,56316.67,56316.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,244194.5,1,588,1,3,High School,46026.24,1,60488.6,7.33,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07,16268.07
346,790960.15,1,674,1,1,Began Bachelors,57048.75,1,72855.01,6.72,24782.92,24782.92,24782.92,24782.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,2106635.7,1,619,1,1,Bachelors Degree,244325.87,0,,6.85,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14,66886.14
348,672895.02,0,701,0,1,Bachelors Degree,236774.38,1,161741.3,7.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05,43599.05
349,1905248.12,1,684,1,1,Bachelors Degree,175713.79,0,,6.69,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57,59513.57
350,1786185.82,0,696,1,2,Graduate Degree,224780.42,0,,6.66,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1,55623.1
351,1090048.11,1,566,0,0,Began Bachelors,137140.13,0,,7.39,73047.43,73047.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,573902.19,0,608,1,2,Began Bachelors,109973.38,1,110107.54,7.28,38045.06,38045.06,38045.06,38045.06,38045.06,38045.06,38045.06,38045.06,38045.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,506812.93,1,685,0,1,Graduate Degree,74473.37,0,,7.09,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68,32969.68
354,1226122.73,1,656,1,1,Graduate Degree,123890.24,0,,6.76,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98,38574.98
355,423255.11,0,594,0,1,High School,82449.45,1,60474.61,7.32,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23,28169.23
356,522165.43,1,568,1,1,Began Bachelors,90546.42,1,57839.34,7.38,34957.6,34957.6,34957.6,34957.6,34957.6,34957.6,34957.6,34957.6,34957.6,34957.6,34957.6,34957.6,34957.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,609925.6,1,710,0,0,Began Bachelors,91325.12,0,,7.02,39400.4,39400.4,39400.4,39400.4,39400.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,1000223.54,1,629,0,1,Began Bachelors,164653.05,1,128854.18,7.23,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77,65979.77
359,1044568.86,1,724,0,1,Began Bachelors,227104.68,1,162241.21,6.99,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8,67274.8
360,934122.75,1,626,1,1,Bachelors Degree,163955.44,0,,7.24,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45,61680.45
361,1248300.1,1,731,1,0,Began Bachelors,100121.95,1,111409.72,6.57,38514.53,38514.53,38514.53,38514.53,38514.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
